,Element,Wavelength,n,k,Source
4445,InSb,1.5857,3.9589,0.077182,
4446,InSb,1.6482,3.9501,0.076946,
4447,InSb,1.7158,3.9418,0.076877,
4448,InSb,1.7892,3.9341,0.076995,
4449,InSb,1.8692,3.9269,0.07732,
4450,InSb,1.9566,3.9203,0.077876,
4451,InSb,2.0527,3.9143,0.078692,
4452,InSb,2.1586,3.9089,0.079799,
4453,InSb,2.2761,3.9041,0.081234,
4454,InSb,2.4071,3.9001,0.083041,
4455,InSb,2.5541,3.8969,0.085267,
4456,InSb,2.7203,3.8946,0.087961,
4457,InSb,2.9095,3.8935,0.091175,
4458,InSb,3.1271,3.8938,0.094948,
4459,InSb,3.3798,3.896,0.099289,
4460,InSb,3.677,3.9005,0.10413,
4461,InSb,4.0315,3.9084,0.10921,
4462,InSb,4.4616,3.9211,0.11383,
4463,InSb,4.9945,3.9409,0.11609,
4464,InSb,5.6719,3.972,0.11045,
4465,InSb,6.5619,4.0216,0.072912,
4466,InSb,7.7832,3.9732,0.0088054,
4467,InSb,9.5631,3.9529,0.0071956,
4468,InSb,12.398,3.9429,0.0055595,
4469,K8,0.365,1.53582,0.0,
4470,K8,0.40466,1.52982,0.0,
4471,K8,0.43583,1.526266,0.0,
4472,K8,0.47999,1.522408,0.0,
4473,K8,0.48613,1.521955,0.0,
4474,K8,0.488,1.52181,0.0,
4475,K8,0.514,1.52009,0.0,
4476,K8,0.5208,1.51968,0.0,
4477,K8,0.53,1.51916,0.0,
4478,K8,0.54607,1.518294,0.0,
4479,K8,0.5682,1.51722,0.0,
4480,K8,0.58756,1.516373,0.0,
4481,K8,0.58929,1.5163,0.0,
4482,K8,0.6328,1.51466,0.0,
4483,K8,0.64385,1.514292,0.0,
4484,K8,0.6471,1.51419,0.0,
4485,K8,0.65627,1.513895,0.0,
4486,K8,0.6943,1.51279,0.0,
4487,K8,0.70652,1.51246,0.0,
4488,K8,0.7682,1.511,0.0,
4489,K8,0.8521,1.50937,0.0,
4490,K8,0.89,1.50872,0.0,
4491,K8,1.0139,1.50687,0.0,
4492,K8,1.06,1.50625,0.0,
4493,K8,1.1286,1.50536,0.0,
4494,K8,1.3951,1.5021,0.0,
4495,K8,1.5296,1.50045,0.0,
4496,K8,1.8131,1.49674,0.0,
4497,K8,1.9701,1.49449,0.0,
4498,K8,2.2493,1.49008,0.0,
4499,LK7,0.365,1.50025,0.0,
4500,LK7,0.40466,1.4949,0.0,
4501,LK7,0.43583,1.491739,0.0,
4502,LK7,0.47999,1.488299,0.0,
4503,LK7,0.48613,1.487893,0.0,
4504,LK7,0.488,1.48777,0.0,
4505,LK7,0.514,1.48622,0.0,
4506,LK7,0.5208,1.48586,0.0,
4507,LK7,0.53,1.48538,0.0,
4508,LK7,0.54607,1.484608,0.0,
4509,LK7,0.5682,1.48363,0.0,
4510,LK7,0.58756,1.482866,0.0,
4511,LK7,0.58929,1.4828,0.0,
4512,LK7,0.6328,1.48131,0.0,
4513,LK7,0.64385,1.480975,0.0,
4514,LK7,0.6471,1.48088,0.0,
4515,LK7,0.65627,1.480613,0.0,
4516,LK7,0.6943,1.4796,0.0,
4517,LK7,0.70652,1.47931,0.0,
4518,LK7,0.7682,1.47797,0.0,
4519,LK7,0.8521,1.47645,0.0,
4520,LK7,0.89,1.47585,0.0,
4521,LK7,1.0139,1.47411,0.0,
4522,LK7,1.06,1.47352,0.0,
4523,LK7,1.1286,1.47267,0.0,
4524,LK7,1.3951,1.46951,0.0,
4525,LK7,1.5296,1.46789,0.0,
4526,LK7,1.8131,1.4642,0.0,
4527,LK7,1.9701,1.46194,0.0,
4528,LK7,2.2493,1.45748,0.0,
4529,Li,0.326,0.338,1.4,
4530,Li,0.335,0.329,1.45,
4531,Li,0.344,0.32,1.5,
4532,Li,0.354,0.311,1.55,
4533,Li,0.365,0.301,1.61,
4534,Li,0.376,0.292,1.66,
4535,Li,0.387,0.281,1.72,
4536,Li,0.4,0.273,1.78,
4537,Li,0.413,0.263,1.84,
4538,Li,0.428,0.255,1.9,
4539,Li,0.443,0.244,1.99,
4540,Li,0.459,0.235,2.08,
4541,Li,0.477,0.225,2.19,
4542,Li,0.496,0.214,2.33,
4543,Li,0.517,0.209,2.43,
4544,Li,0.539,0.202,2.58,
4545,Li,0.564,0.199,2.69,
4546,Li,0.59,0.194,2.86,
4547,Li,0.62,0.191,3.04,
4548,Li,0.653,0.19,3.22,
4549,Li,0.689,0.191,3.42,
4550,Li,0.729,0.194,3.62,
4551,Li,0.775,0.197,3.88,
4552,Li,0.827,0.204,4.14,
4553,Li,0.886,0.216,4.43,
4554,Li,0.954,0.229,4.81,
4555,Li,1.033,0.251,5.2,
4556,Li,1.127,0.278,5.7,
4557,Li,1.24,0.319,6.28,
4558,Li,1.378,0.371,6.98,
4559,Li,1.55,0.436,7.87,
4560,Li,1.771,0.53,8.99,
4561,Li,2.066,0.663,10.5,
4562,Methanol,0.4,1.342623747014,0.0,Chang et al. 2024: n 0.4–2.0 µm
4563,Methanol,0.416,1.3404482347906,0.0,Chang et al. 2024: n 0.4–2.0 µm
4564,Methanol,0.432,1.3385335048281,0.0,Chang et al. 2024: n 0.4–2.0 µm
4565,Methanol,0.448,1.3368387332778,0.0,Chang et al. 2024: n 0.4–2.0 µm
4566,Methanol,0.464,1.3353309052607,0.0,Chang et al. 2024: n 0.4–2.0 µm
4567,Methanol,0.48,1.3339830655025,0.0,Chang et al. 2024: n 0.4–2.0 µm
4568,Methanol,0.496,1.3327730146117,0.0,Chang et al. 2024: n 0.4–2.0 µm
4569,Methanol,0.512,1.3316823246562,0.0,Chang et al. 2024: n 0.4–2.0 µm
4570,Methanol,0.528,1.3306955869102,0.0,Chang et al. 2024: n 0.4–2.0 µm
4571,Methanol,0.544,1.3297998307052,0.0,Chang et al. 2024: n 0.4–2.0 µm
4572,Methanol,0.56,1.3289840699412,0.0,Chang et al. 2024: n 0.4–2.0 µm
4573,Methanol,0.576,1.3282389459279,0.0,Chang et al. 2024: n 0.4–2.0 µm
4574,Methanol,0.592,1.3275564436798,0.0,Chang et al. 2024: n 0.4–2.0 µm
4575,Methanol,0.608,1.3269296647624,0.0,Chang et al. 2024: n 0.4–2.0 µm
