,Element,Wavelength,n,k
3937,CuSerg,0.51003,4.4550032379252,4.017540730156948
3938,CuSerg,0.51198,4.498618824595565,3.999657334430218
3939,CuSerg,0.5139900000000001,4.5407019614519255,3.9809878341802944
3940,CuSerg,0.516,4.580834588552326,3.961944432470335
3941,CuSerg,0.51801,4.618639065485583,3.942974896881601
3942,CuSerg,0.5200199999999999,4.653784002526736,3.924559453806839
3943,CuSerg,0.5220199999999999,4.685988910746197,3.9072070506695304
3944,CuSerg,0.5240199999999999,4.715027623128005,3.8914509809342386
3945,CuSerg,0.5260199999999999,4.7407304740253675,3.877843878473573
3946,CuSerg,0.52801,4.762985255499995,3.866952101826144
3947,CuSerg,0.53,4.78173699581197,3.859349544822629
3948,CuSerg,0.53199,4.796986627744192,3.8556109274812216
3949,CuSerg,0.53398,4.808788632663906,3.856304639443699
3950,CuSerg,0.53603,4.817247760212116,3.861985226947386
3951,CuSerg,0.53801,4.822514933748021,3.873185632602778
3952,CuSerg,0.54,4.824782459545163,3.890409313986777
3953,CuSerg,0.54199,4.82427866506533,3.9141223810587906
3954,CuSerg,0.54398,4.8212620998047475,3.944745902603213
3955,CuSerg,0.54603,4.816015441415963,3.9826485376329037
3956,CuSerg,0.54803,4.808839258621969,4.028139648846897
3957,CuSerg,0.55003,4.800045787898164,4.081463052253477
3958,CuSerg,0.55203,4.7899528796851705,4.142791550602063
3959,CuSerg,0.55398,4.778878260075975,4.212222388731973
3960,CuSerg,0.55598,4.767134235872951,4.289773756303249
3961,CuSerg,0.55799,4.7550229467638205,4.375382447303696
3962,CuSerg,0.55999,4.74283224077132,4.468902765960069
3963,CuSerg,0.562,4.730832220483418,4.570106745205025
3964,CuSerg,0.564,4.719272479769404,4.67868571694608
3965,CuSerg,0.566,4.70838002494913,4.794253243641471
3966,CuSerg,0.568,4.698357851199804,4.9163493890319705
3967,CuSerg,0.57,4.689384124623699,5.044446273495515
3968,CuSerg,0.57199,4.681611903573822,5.177954827694709
3969,CuSerg,0.57398,4.675169320760103,5.316232628251605
3970,CuSerg,0.57602,4.6701601415289025,5.458592672223066
3971,CuSerg,0.578,4.6666646142874875,5.604312924029037
3972,CuSerg,0.57999,4.664740536580733,5.752646449790858
3973,CuSerg,0.58202,4.664424474269055,5.902831940108437
3974,CuSerg,0.58401,4.665733089595311,6.0541044133148985
3975,CuSerg,0.58599,4.6686645529157325,6.205705887248765
3976,CuSerg,0.5880299999999999,4.673200027982636,6.35689580851291
3977,CuSerg,0.59002,4.6793052285104055,6.506961033892097
3978,CuSerg,0.59201,4.6869320435763875,6.655225168956583
3979,CuSerg,0.594,4.696020223211086,6.801057083928846
3980,CuSerg,0.59599,4.706499106872745,6.943878446757217
3981,CuSerg,0.59799,4.7182893697543244,7.083170137922633
3982,CuSerg,0.59999,4.731304757003276,7.2184774402037934
3983,CuSerg,0.60199,4.7454537743472525,7.349413928342958
3984,CuSerg,0.60399,4.760641304774769,7.475664016931897
3985,CuSerg,0.60599,4.7767701241082445,7.596984158545606
3986,CuSerg,0.60799,4.793742293107033,7.713202717073771
3987,CuSerg,0.60999,4.811460410028013,7.824218572445184
3988,CuSerg,0.61199,4.829828715176077,7.929998541716511
3989,CuSerg,0.61398,4.848754047308935,8.030573726981133
3990,CuSerg,0.61602,4.86814665977842,8.12603492188536
3991,CuSerg,0.61801,4.887920910759002,8.216527224927066
3992,CuSerg,0.61999,4.907995845752786,8.3022440185753
3993,CuSerg,0.62203,4.928295691147325,8.383420478343584
3994,CuSerg,0.62401,4.948750274980179,8.460326775447285
3995,CuSerg,0.62598,4.969295385951845,8.533261131164076
3996,CuSerg,0.62802,4.989873075301352,8.602542871386412
3997,CuSerg,0.62999,5.010431899669712,8.66850561711005
3998,CuSerg,0.63203,5.030927097511611,8.731490731681276
3999,CuSerg,0.63401,5.051320687561344,8.791841129316966
4000,CuSerg,0.63599,5.0715814756111115,8.849895532390061
4001,CuSerg,0.63803,5.091684955612307,8.905983247869463
4002,CuSerg,0.64002,5.111613093042393,8.960419516727647
4003,CuSerg,0.64201,5.131353982693863,9.013501474621716
4004,CuSerg,0.644,5.150901379414666,9.065504748095789
4005,CuSerg,0.6459900000000001,5.170254108382992,9.116680698094582
4006,CuSerg,0.64799,5.189415370386239,9.167254311624461
4007,CuSerg,0.64999,5.2083919662057925,9.21742273267024
4008,CuSerg,0.65198,5.227193471461006,9.26735441461265
4009,CuSerg,0.65403,5.245831398161446,9.317188868044878
4010,CuSerg,0.6560199999999999,5.26431838106348,9.367036969797446
4011,CuSerg,0.65801,5.282667425454526,9.416981791059293
4012,CuSerg,0.66,5.3008912484840724,9.46707989489526
4013,CuSerg,0.66198,5.319001739431555,9.517363046608041
4014,CuSerg,0.66401,5.33700955631824,9.567840274720403
4015,CuSerg,0.66599,5.354923867739119,9.618500216115345
4016,CuSerg,0.66802,5.372752240063548,9.669313676093221
4017,CuSerg,0.66999,5.390500661551243,9.72023633277476
4018,CuSerg,0.67202,5.4081736870713675,9.771211515540612
4019,CuSerg,0.67399,5.425774680831215,9.822172989308418
4020,CuSerg,0.67602,5.443306130449813,9.873047680546492
4021,CuSerg,0.67799,5.46077000396305,9.923758286855861
4022,CuSerg,0.68002,5.478168121583899,9.974225719318794
4023,CuSerg,0.682,5.495502515789316,10.024371335141414
4024,CuSerg,0.68398,5.512775756175762,10.07411892700225
4025,CuSerg,0.68602,5.5299912192308955,10.123396444622754
4026,CuSerg,0.688,5.547153287472286,10.172137433114806
4027,CuSerg,0.68999,5.564267467146738,10.220282181417765
4028,CuSerg,0.69198,5.581340418854387,10.267778582507395
4029,CuSerg,0.69402,5.598379901139157,10.314582715013156
4030,CuSerg,0.69601,5.615394633206627,10.360659163333258
4031,CuSerg,0.698,5.632394089051207,10.405981100005594
4032,CuSerg,0.69999,5.649388240604721,10.45053015950954
4033,CuSerg,0.7020299999999999,5.666387271200785,10.49429613635151
4034,CuSerg,0.70401,5.683401282039552,10.537276541882449
4035,CuSerg,0.70599,5.700440013086033,10.579476053655977
4036,CuSerg,0.70802,5.717512595924885,10.620905888323872
4037,CuSerg,0.70999,5.734627350022205,10.661583124466572
4038,CuSerg,0.71202,5.7517916267617775,10.701529996160929
4039,CuSerg,0.71399,5.769011699082987,10.740773172534556
4040,CuSerg,0.71601,5.786292689888656,10.77934303395342
4041,CuSerg,0.71803,5.803638530187222,10.817272952276106
4042,CuSerg,0.71999,5.821051937889827,10.854598580690846
4043,CuSerg,0.72201,5.838534409482003,10.891357157611782
4044,CuSerg,0.7239800000000001,5.856086218592081,10.927586828508424
4045,CuSerg,0.72601,5.873706417224092,10.96332598909497
4046,CuSerg,0.7279800000000001,5.891392836836606,10.9986126528957
4047,CuSerg,0.7300099999999999,5.909142087466889,11.033483845830286
4048,CuSerg,0.73199,5.926949553886866,11.067975030258864
4049,CuSerg,0.73403,5.944809388663833,11.102119561106244
4050,CuSerg,0.7360099999999999,5.962714503192533,11.135948177366949
4051,CuSerg,0.73799,5.980656559111918,11.169488533352759
4052,CuSerg,0.74003,5.998625963638116,11.202764775192598
4053,CuSerg,0.74201,6.016611872981431,11.235797169091084
4054,CuSerg,0.74399,6.034602208209938,11.26860178860721
4055,CuSerg,0.74603,6.052583687874328,11.301190268710783
4056,CuSerg,0.74801,6.070541881596757,11.333569634567665
4057,CuSerg,0.74998,6.088461288782468,11.365742212829712
4058,CuSerg,0.75201,6.106325446765005,11.39770563262863
4059,CuSerg,0.75403,6.124117073132239,11.429452922504499
4060,CuSerg,0.756,6.141818247658482,11.460972708153674
4061,CuSerg,0.75801,6.159410639971806,11.492249514145431
4062,CuSerg,0.76003,6.176875789509296,11.523264170619854
4063,CuSerg,0.7619900000000001,6.194195444241117,11.553994323506771
4064,CuSerg,0.764,6.211351964053873,11.584415044171248
4065,CuSerg,0.76602,6.228328793641566,11.61449953179116
4066,CuSerg,0.76798,6.245111008249477,11.644219899310409
4067,CuSerg,0.7699900000000001,6.261685933529156,11.673548031472576
4068,CuSerg,0.77201,6.278043837902678,11.702456501130309
4069,CuSerg,0.77398,6.29417869198862,11.730919527605703
4070,CuSerg,0.77601,6.310088984641479,11.758913958211272
4071,CuSerg,0.77798,6.325778579000708,11.786420251084134
4072,CuSerg,0.78001,6.341257584945716,11.813423434373371
4073,CuSerg,0.78199,6.356543217209975,11.83991401392197
4074,CuSerg,0.7840199999999999,6.37166060213274,11.865888799457911
4075,CuSerg,0.786,6.386643491651902,11.891351618518913
4076,CuSerg,0.78803,6.4015348413475905,11.916313888228336
4077,CuSerg,0.79,6.416387210269458,11.940795017623131
4078,CuSerg,0.79203,6.431262943571541,11.964822617216933
4079,CuSerg,0.794,6.446234103959139,11.98843249737523
4080,CuSerg,0.79602,6.461382123759909,12.011668442296434
4081,CuSerg,0.79798,6.476797155263015,12.034581751394601
4082,CuSerg,0.8,6.492577102464941,12.057230544415669
4083,CuSerg,0.80201,6.508826322843902,12.07967883087316
4084,CuSerg,0.80402,6.525653994069287,12.101995348853329
4085,CuSerg,0.80603,6.543172148446097,12.124252183405218
4086,CuSerg,0.80798,6.561493387846311,12.146523180868133
4087,CuSerg,0.80999,6.580728303933417,12.168882182621306
4088,CuSerg,0.81199,6.600982642342091,12.191401109690748
4089,CuSerg,0.814,6.622354264480494,12.214147938039664
4090,CuSerg,0.81602,6.644929975752633,12.23718461260818
4091,CuSerg,0.8180299999999999,6.6687823029499,12.260564955497095
4092,CuSerg,0.81999,6.693966315021921,12.284332629344162
4093,CuSerg,0.82201,6.72051658945153,12.308519220372379
4094,CuSerg,0.82398,6.748444430655349,12.333142506611464
4095,CuSerg,0.826,6.777735447249742,12.358204975480621
4096,CuSerg,0.8280299999999999,6.808347591638793,12.383692651321677
4097,CuSerg,0.83,6.840209757879129,12.409574287466084
4098,CuSerg,0.8320299999999999,6.8732210218946825,12.435800968920978
4099,CuSerg,0.83399,6.907250592166822,12.462306161020546
4100,CuSerg,0.83601,6.942138519961864,12.489006227028336
4101,CuSerg,0.8379800000000001,6.977697197168779,12.515801424436725
4102,CuSerg,0.83999,7.013713647938297,12.542577376219441
4103,CuSerg,0.84201,7.0499525981978035,12.569206999942075
4104,CuSerg,0.84402,7.086160284906936,12.595552864508742
4105,CuSerg,0.84602,7.1220689443313745,12.621469931259272
4106,CuSerg,0.84802,7.157401895426303,12.646808623009782
4107,CuSerg,0.85003,7.191879111034857,12.671418151679012
4108,CuSerg,0.85203,7.225223147063371,12.695150022949214
4109,CuSerg,0.85403,7.257165279276867,12.717861625623899
4110,CuSerg,0.85603,7.2874516797958595,12.739419804461612
4111,CuSerg,0.85803,7.315849451610557,12.759704308721656
4112,CuSerg,0.85998,7.342152330616038,12.778611005064183
4113,CuSerg,0.86198,7.366185862323751,12.796054743616567
4114,CuSerg,0.86399,7.387811865922043,12.81197177070826
4115,CuSerg,0.866,7.406932012444261,12.82632159135814
4116,CuSerg,0.86802,7.423490366174887,12.839088198889087
4117,CuSerg,0.86998,7.43747476791041,12.850280607359577
4118,CuSerg,0.872,7.4489169735406096,12.85993264383086
4119,CuSerg,0.87402,7.4578914997153705,12.868101980727362
4120,CuSerg,0.87598,7.464513168518266,12.874868412762416
4121,CuSerg,0.87799,7.468933384114364,12.880331407490374
4122,CuSerg,0.88001,7.471335215826074,12.884606983182286
4123,CuSerg,0.88202,7.471927403724605,12.887823992158706
4124,CuSerg,0.88398,7.470937444257313,12.890119911669702
4125,CuSerg,0.88598,7.468603954144865,12.891636267518516
4126,CuSerg,0.88798,7.465168549692586,12.89251383721981
4127,CuSerg,0.88998,7.460867513592153,12.892887798340649
4128,CuSerg,0.89198,7.455923549038453,12.89288300203775
4129,CuSerg,0.89403,7.450537938180188,12.892609559838792
4130,CuSerg,0.8960199999999999,7.4448834258669185,12.892158931928371
4131,CuSerg,0.89801,7.43909813834179,12.891600696444138
4132,CuSerg,0.90001,7.433280818194816,12.890980160539042
4133,CuSerg,0.902,7.427487610248241,12.890316944476957
4134,CuSerg,0.904,7.421730568458623,12.889604630033535
4135,CuSerg,0.90599,7.415977974474447,12.888811515808285
4136,CuSerg,0.90799,7.410156469919447,12.887882468131096
4137,CuSerg,0.91,7.404154914148064,12.886741801465835
4138,CuSerg,0.912,7.397829794956663,12.885297071258353
4139,CuSerg,0.91401,7.391011948686259,12.883443619343355
4140,CuSerg,0.91602,7.383514293554378,12.881069680472043
4141,CuSerg,0.91798,7.375140248127595,12.87806183962881
4142,CuSerg,0.91999,7.36569249472709,12.874310623134573
4143,CuSerg,0.922,7.354981752409253,12.869716010482204
4144,CuSerg,0.92401,7.342835242554914,12.864192666428924
4145,CuSerg,0.92601,7.329104558835824,12.85767471217089
4146,CuSerg,0.92801,7.31367268974804,12.850119878788085
4147,CuSerg,0.93001,7.296459983997677,12.841512914227707
4148,CuSerg,0.93201,7.277428895291733,12.83186814579091
4149,CuSerg,0.934,7.256587392157223,12.821231132359793
4150,CuSerg,0.93599,7.233990968829677,12.809679373393747
4151,CuSerg,0.93798,7.209743243695873,12.797322074147628
4152,CuSerg,0.94002,7.183995181319029,12.784298998058409
4153,CuSerg,0.942,7.1569430217933085,12.77077846731474
4154,CuSerg,0.94398,7.128825045363404,12.75695460033967
4155,CuSerg,0.94602,7.099917338353117,12.74304389888989
4156,CuSerg,0.94801,7.070528755870345,12.72928131630299
4157,CuSerg,0.95,7.040995295349704,12.715915950932239
4158,CuSerg,0.95199,7.011674100931054,12.70320651390303
4159,CuSerg,0.95399,6.9829373106387695,12.691416717114658
4160,CuSerg,0.95599,6.95516593634645,12.680810715744622
4161,CuSerg,0.95799,6.928743932296038,12.67164872022539
4162,CuSerg,0.95999,6.904052564347551,12.664182867269945
4163,CuSerg,0.96199,6.881465142830511,12.658653410031597
4164,CuSerg,0.96399,6.861342131762941,12.655285256698646
4165,CuSerg,0.96599,6.844026602629625,12.654284858461613
4166,CuSerg,0.96799,6.829839968379297,12.655837425713973
4167,CuSerg,0.96999,6.819077917218802,12.660104438174406
4168,CuSerg,0.97199,6.81200646680549,12.667221410753788
4169,CuSerg,0.9739800000000001,6.808858074948108,12.677295880971688
4170,CuSerg,0.97602,6.809827769138968,12.690405593519303
4171,CuSerg,0.978,6.8150692905745975,12.70659687134742
4172,CuSerg,0.9799800000000001,6.824691284921675,12.725883178482038
4173,CuSerg,0.98202,6.838753607396352,12.748243895250694
4174,CuSerg,0.98399,6.857263839859178,12.77362333967286
4175,CuSerg,0.98603,6.880174141129292,12.801930078716572
4176,CuSerg,0.988,6.907378569516329,12.833036580586748
4177,CuSerg,0.98998,6.938711030178454,12.866779265160076
4178,CuSerg,0.992,6.973944009564509,12.902959014356284
4179,CuSerg,0.9940399999999999,7.012788262968367,12.941342206660936
4180,CuSerg,0.9959600000000001,7.054893615693629,12.981662338328196
4181,CuSerg,0.998,7.099851020312144,13.023622286158925
4182,CuSerg,1.00004,7.147195980496754,13.066897252128776
4183,CuSerg,1.00197,7.19641340642357,13.111138408487909
4184,CuSerg,1.00401,7.2469439101642,13.155977234258179
4185,CuSerg,1.0060499999999999,7.2981914859383945,13.201030502364876
4186,CuSerg,1.00798,7.349532454651202,13.245905843674242
4187,CuSerg,1.01002,7.400325489813612,13.290207782727002
4188,CuSerg,1.0119500000000001,7.449922487621999,13.33354411270267
4189,CuSerg,1.014,7.497680002892425,13.375532457111094
4190,CuSerg,1.01605,7.5429709495744355,13.41580685565157
4191,CuSerg,1.01798,7.585196261965865,13.454024212803946
4192,CuSerg,1.02003,7.623796228504913,13.489870458702057
4193,CuSerg,1.02198,7.65826123847907,13.523066289319356
4194,CuSerg,1.02403,7.688141716405916,13.553372373106
4195,CuSerg,1.0259800000000001,7.71305705382176,13.58059393102032
4196,CuSerg,1.02804,7.732703380595232,13.604584614771005
4197,CuSerg,1.02999,7.746860046182419,13.625249623302604
4198,CuSerg,1.03206,7.755394705020839,13.642548009893533
4199,CuSerg,1.03401,7.758266919860246,13.656494141868185
4200,CuSerg,1.03597,7.755530213161462,13.667158282378585
4201,CuSerg,1.03804,7.7473325112825,13.674666269942973
4202,CuSerg,1.04,7.733914941536557,13.679198278078417
4203,CuSerg,1.04196,7.7156089616080425,13.680986646566225
4204,CuSerg,1.04403,7.692831826601297,13.680312789237147
4205,CuSerg,1.04599,7.666080431010595,13.677503200702931
4206,CuSerg,1.04795,7.63592359886251,13.67292460488152
4207,CuSerg,1.05002,7.602992932714569,13.66697830991601
4208,CuSerg,1.05198,7.567972369556284,13.660093856075033
4209,CuSerg,1.05405,7.531586627779176,13.65272206452348
4210,CuSerg,1.056,7.494588762406187,13.64532761418279
4211,CuSerg,1.05795,7.45774707298409,13.638381289561428
4212,CuSerg,1.06002,7.421831627269772,13.632352052844226
4213,CuSerg,1.06197,7.387600672697299,13.627699097916066
4214,CuSerg,1.06403,7.355787207038474,13.624864042711083
4215,CuSerg,1.06597,7.32708597112139,13.624263410309956
4216,CuSerg,1.06803,7.302141111144831,13.626281539405547
4217,CuSerg,1.06996,7.281534736967248,13.631264051797748
4218,CuSerg,1.07201,7.2657765777912,13.639511989718802
4219,CuSerg,1.07395,7.255294911542612,13.651276721148157
4220,CuSerg,1.07599,7.250428922516709,13.6667556988349
4221,CuSerg,1.0780399999999999,7.251422624634186,13.686089148993416
4222,CuSerg,1.07996,7.258420473015644,13.709357757322389
4223,CuSerg,1.082,7.271464771256441,13.736581411159678
4224,CuSerg,1.08404,7.290494962923066,13.767719045623519
4225,CuSerg,1.08596,7.315348871573057,13.802669627545274
4226,CuSerg,1.088,7.345765923294333,13.841274293554516
4227,CuSerg,1.09003,7.381392349889116,13.883319638224403
4228,CuSerg,1.09196,7.421788330690041,13.928542125516232
4229,CuSerg,1.09399,7.4664369876338945,13.97663357244472
4230,CuSerg,1.09603,7.5147551021858865,14.027247628126304
4231,CuSerg,1.09795,7.566105374803734,14.080007144453258
4232,CuSerg,1.09999,7.619809999204606,14.134512307108865
4233,CuSerg,1.10202,7.675165276026296,14.190349368007622
4234,CuSerg,1.10395,7.731456944516383,14.247099792905107
4235,CuSerg,1.10599,7.787975868360939,14.304349611870665
4236,CuSerg,1.10804,7.844033676355214,14.361698737861051
4237,CuSerg,1.1099700000000001,7.898977935429802,14.41877000301733
4238,CuSerg,1.11202,7.952206427130143,14.475217656458192
4239,CuSerg,1.11396,8.003180111514013,14.530735072959413
4240,CuSerg,1.11601,8.051434394956539,14.5850614394211
4241,CuSerg,1.11795,8.096588369282982,14.637987214899125
4242,CuSerg,1.12001,8.138351756308287,14.689358198812313
4243,CuSerg,1.12196,8.176529369961992,14.7390780883035
4244,CuSerg,1.12402,8.21102299168394,14.78710945606244
4245,CuSerg,1.1259700000000001,8.241830636536962,14.833473129877868
4246,CuSerg,1.12804,8.26904326112672,14.878246000831448
4247,CuSerg,1.12999,8.29283902680286,14.92155732631109
4248,CuSerg,1.1320599999999998,8.313475283919347,14.963583627411989
4249,CuSerg,1.13401,8.331278489378892,15.004542310183062
4250,CuSerg,1.13596,8.346632314989677,15.044684169325098
4251,CuSerg,1.1380299999999999,8.359964251498456,15.084284963298751
4252,CuSerg,1.13999,8.371731063237746,15.123636281864485
4253,CuSerg,1.14205,8.382403499079961,15.163035959661022
4254,CuSerg,1.14401,8.392450712192435,15.202778319689171
4255,CuSerg,1.14596,8.402324877558705,15.2431445544938
4256,CuSerg,1.14802,8.412446515498798,15.284393566016615
4257,CuSerg,1.14997,8.42319102529017,15.326753583468841
4258,CuSerg,1.1520299999999999,8.4348769012788,15.370414859327273
4259,CuSerg,1.15397,8.447756044070344,15.415523706213198
4260,CuSerg,1.15602,8.462006495417263,15.462178084349397
4261,CuSerg,1.15796,8.477727824154156,15.510424884857937
4262,CuSerg,1.16001,8.494939279485576,15.5602589832129
4263,CuSerg,1.1620599999999999,8.513580714397241,15.61162406448599
4264,CuSerg,1.16399,8.533516173500242,15.664415152560812
4265,CuSerg,1.16603,8.554539943539043,15.718482713941224
4266,CuSerg,1.16796,8.576384786285315,15.773638156385926
4267,CuSerg,1.16999,8.598732014297578,15.829660504335394
4268,CuSerg,1.17203,8.6212230286178,15.886304005955065
4269,CuSerg,1.17395,8.643471911001738,15.94330640873225
4270,CuSerg,1.17598,8.665078649274285,16.000397630427425
4271,CuSerg,1.17801,8.68564257181745,16.05730854927146
4272,CuSerg,1.18004,8.704775575874896,16.113779641710067
4273,CuSerg,1.1819600000000001,8.722114753681112,16.16956920752012
4274,CuSerg,1.18399,8.737334048725984,16.224460939809813
4275,CuSerg,1.18602,8.75015460980681,16.278270620068124
4276,CuSerg,1.18805,8.76035355192236,16.330851745452478
4277,CuSerg,1.18997,8.767770880806568,16.382099927137194
4278,CuSerg,1.192,8.772314392545303,16.431955935212294
4279,CuSerg,1.19403,8.773962420763624,16.480407306987452
4280,CuSerg,1.1959600000000001,8.772764369244298,16.52748848018435
4281,CuSerg,1.19799,8.768839034831117,16.573279458492088
4282,CuSerg,1.20003,8.76237079227022,16.61790306298136
4283,CuSerg,1.2019600000000001,8.753603779013075,16.66152086860622
4284,CuSerg,1.20401,8.742834284614267,16.70432797075509
4285,CuSerg,1.20606,8.730401616420462,16.74654677258873
4286,CuSerg,1.2079900000000001,8.71667777906152,16.788420028552665
4287,CuSerg,1.21004,8.70205636512876,16.830203419815437
4288,CuSerg,1.21198,8.686941100973998,16.87215796844021
4289,CuSerg,1.21404,8.67173451684142,16.914542613360844
4290,CuSerg,1.21599,8.65682720893551,16.95760726872277
4291,CuSerg,1.2180499999999999,8.64258813098489,17.00158666264155
4292,CuSerg,1.21999,8.629356296495905,17.046695213284547
4293,CuSerg,1.2220499999999999,8.6174341943858,17.09312314230767
4294,CuSerg,1.224,8.607083125463168,17.141033956971853
4295,CuSerg,1.22595,8.59852056224715,17.19056335675928
4296,CuSerg,1.22802,8.591919528355874,17.241819544098814
4297,CuSerg,1.22996,8.5874098947352,17.294884848022836
4298,CuSerg,1.23203,8.58508140511667,17.349818509024377
4299,CuSerg,1.23397,8.584988176158186,17.40666042581094
4300,CuSerg,1.23603,8.587154369958743,17.465435630965466
4301,CuSerg,1.23798,8.591580707641699,17.526159242519846
4302,CuSerg,1.24004,8.598251481091319,17.58884163126847
4303,CuSerg,1.24198,8.607141723339877,17.653493547753264
4304,CuSerg,1.24403,8.618224213392676,17.72013096610602
4305,CuSerg,1.24597,8.631476015582896,17.788779422345367
4306,CuSerg,1.24801,8.64688428531374,17.859477651146626
4307,CuSerg,1.2499500000000001,8.664451111842856,17.932280357079623
4308,CuSerg,1.25199,8.684197214145868,18.007259993290635
4309,CuSerg,1.25403,8.706164356447,18.0845074613208
4310,CuSerg,1.2559500000000001,8.730416403092395,18.164131688097847
4311,CuSerg,1.25799,8.757038984471517,18.24625807736206
4312,CuSerg,1.26002,8.786137792904915,18.33102587007073
4313,CuSerg,1.26205,8.81783556730977,18.418584479817863
4314,CuSerg,1.26397,8.852267858110809,18.50908889512679
4315,CuSerg,1.26599,8.889577692084337,18.6026942628222
4316,CuSerg,1.26802,8.929909284735713,18.69954978878406
4317,CuSerg,1.27004,8.973400978743435,18.799792116801445
4318,CuSerg,1.27196,9.020177621887033,18.903538373639176
4319,CuSerg,1.2739800000000001,9.070342635020063,19.010879097373287
4320,CuSerg,1.276,9.123970056705074,19.12187129380643
4321,CuSerg,1.27803,9.181096882203507,19.236531889192726
4322,CuSerg,1.28005,9.241716036479074,19.35483186325423
4323,CuSerg,1.28197,9.305770329129672,19.476691350856495
4324,CuSerg,1.284,9.373147729151277,19.601975990057795
4325,CuSerg,1.28603,9.443678266176642,19.73049476614506
4326,CuSerg,1.2879500000000002,9.517132812083098,19.861999555516714
4327,CuSerg,1.2899800000000001,9.593223924765788,19.99618651158773
4328,CuSerg,1.29202,9.67160884771978,20.132699359941952
4329,CuSerg,1.29405,9.751894658578685,20.271134584766543
4330,CuSerg,1.29598,9.833645451111119,20.411048396625674
4331,CuSerg,1.29802,9.916391323545204,20.551965277161308
4332,CuSerg,1.29996,9.999638838361136,20.693387805118125
2535,InSb,0.20664,0.96081,1.5956
2536,InSb,0.20767,0.96496,1.6156
2537,InSb,0.2087,0.96935,1.6358
2538,InSb,0.20975,0.97398,1.6562
2539,InSb,0.21081,0.97885,1.6769
2540,InSb,0.21188,0.98398,1.6979
2541,InSb,0.21295,0.98937,1.7192
2542,InSb,0.21404,0.99504,1.7407
2543,InSb,0.21515,1.001,1.7625
2544,InSb,0.21626,1.0072,1.7846
2545,InSb,0.21738,1.0138,1.807
2546,InSb,0.21852,1.0207,1.8297
2547,InSb,0.21967,1.0279,1.8527
2548,InSb,0.22083,1.0354,1.8761
2549,InSb,0.222,1.0434,1.8997
2550,InSb,0.22318,1.0516,1.9237
2551,InSb,0.22438,1.0603,1.9481
2552,InSb,0.22559,1.0694,1.9728
2553,InSb,0.22681,1.079,1.9979
2554,InSb,0.22805,1.0889,2.0233
2555,InSb,0.2293,1.0994,2.0491
2556,InSb,0.23057,1.1103,2.0753
2557,InSb,0.23184,1.1218,2.1019
2558,InSb,0.23314,1.1338,2.1289
2559,InSb,0.23444,1.1464,2.1563
2560,InSb,0.23577,1.1596,2.1841
2561,InSb,0.2371,1.1735,2.2124
2562,InSb,0.23845,1.188,2.241
2563,InSb,0.23982,1.2032,2.2702
2564,InSb,0.2412,1.2192,2.2997
2565,InSb,0.2426,1.236,2.3297
2566,InSb,0.24402,1.2536,2.3601
2567,InSb,0.24545,1.2721,2.391
2568,InSb,0.2469,1.2915,2.4223
2569,InSb,0.24837,1.312,2.4541
2570,InSb,0.24985,1.3335,2.4863
2571,InSb,0.25135,1.3561,2.519
2572,InSb,0.25287,1.3799,2.552
2573,InSb,0.25441,1.405,2.5855
2574,InSb,0.25597,1.4314,2.6193
2575,InSb,0.25755,1.4593,2.6536
2576,InSb,0.25914,1.4886,2.6881
2577,InSb,0.26076,1.5196,2.7229
2578,InSb,0.26239,1.5523,2.758
2579,InSb,0.26405,1.5867,2.7932
2580,InSb,0.26573,1.6231,2.8286
2581,InSb,0.26743,1.6615,2.864
2582,InSb,0.26915,1.702,2.8993
2583,InSb,0.27089,1.7447,2.9345
2584,InSb,0.27266,1.7899,2.9694
2585,InSb,0.27445,1.8375,3.0038
2586,InSb,0.27626,1.8877,3.0376
2587,InSb,0.2781,1.9407,3.0706
2588,InSb,0.27996,1.9964,3.1026
2589,InSb,0.28185,2.0551,3.1333
2590,InSb,0.28376,2.1167,3.1624
2591,InSb,0.2857,2.1814,3.1897
2592,InSb,0.28766,2.2491,3.2148
2593,InSb,0.28966,2.3198,3.2374
2594,InSb,0.29168,2.3936,3.257
2595,InSb,0.29372,2.4701,3.2732
2596,InSb,0.2958,2.5494,3.2856
2597,InSb,0.29791,2.6311,3.2938
2598,InSb,0.30005,2.7149,3.2974
2599,InSb,0.30222,2.8004,3.2959
2600,InSb,0.30442,2.8871,3.289
2601,InSb,0.30665,2.9745,3.2763
2602,InSb,0.30891,3.0619,3.2577
2603,InSb,0.31121,3.1486,3.233
2604,InSb,0.31354,3.2339,3.2021
2605,InSb,0.31591,3.317,3.1653
2606,InSb,0.31832,3.3972,3.1226
2607,InSb,0.32076,3.4737,3.0745
2608,InSb,0.32324,3.5459,3.0213
2609,InSb,0.32576,3.6132,2.9639
2610,InSb,0.32831,3.6751,2.9026
2611,InSb,0.33091,3.7312,2.8385
2612,InSb,0.33355,3.7814,2.7721
2613,InSb,0.33623,3.8256,2.7042
2614,InSb,0.33896,3.8638,2.6357
2615,InSb,0.34173,3.8962,2.5672
2616,InSb,0.34454,3.9229,2.4995
2617,InSb,0.34741,3.9444,2.4329
2618,InSb,0.35032,3.9609,2.3681
2619,InSb,0.35328,3.973,2.3055
2620,InSb,0.35629,3.9811,2.2455
2621,InSb,0.35935,3.9855,2.1881
2622,InSb,0.36246,3.9868,2.1338
